[25.542579103384345, 17.188126415909164, 15.961255043747451, -48.04428869274408, 41.302067088882765, -36.76968972879939, 1.827928797688568] | 12.547958612442017
[25.46140869632094, 17.551277753342028, 16.353491118365838, -47.71319957914599, 32.941211543873145, -37.028400871210586, 1.827505212622443] | 13.696446657180786
[24.984433206292472, 17.668417576569382, 16.505656738899447, -45.98618211609948, 38.98142414348096, -36.7375893813923, 1.6011706202231657] | 14.184961557388306
[24.834862581566984, 18.22976618466907, 15.972547236636577, -49.65542877954663, 17.645385085181893, -36.77400480156818, 1.8185213406595562] | 14.292879819869995
[24.504177978931537, 18.305898651184435, 16.28932799997975, -49.97851298530601, 30.329069213295018, -36.87291156999068, 1.875387468503442] | 14.411995649337769
[24.340886781840215, 17.607329938987636, 16.68159219918863, -48.85588222073306, 25.18612604164217, -36.804493747407335, 1.8953892476008387] | 14.576663255691528
[24.860440059225326, 17.722134428245354, 16.17900581010475, -47.41691515277392, 41.68286874711248, -36.85027454706053, 1.962603407051833] | 15.050913572311401
[25.091598518501186, 17.090026820516286, 16.15327830217698, -46.75218239475528, 40.30664929703671, -36.72661823375791, 1.810715671581603] | 15.339715003967285
[24.721984420440254, 17.661641808312595, 15.861419799414032, -50.1910638153615, 18.474277519398044, -36.837938761956615, 1.7396510528525024] | 15.349410057067871
[25.247841033224557, 18.21648905489123, 16.21110137287385, -46.92152630560006, 44.0713268103627, -36.945966497498254, 1.9909272753115972] | 15.543700218200684
[25.542579103384345, 17.188126415909164, 15.961255043747451, -48.04428869274408, 41.302067088882765, -36.76968972879939, 1.827928797688568] | 94.7802631855011
[25.46140869632094, 17.551277753342028, 16.353491118365838, -47.71319957914599, 32.941211543873145, -37.028400871210586, 1.827505212622443] | 94.13851714134216
[24.860440059225326, 17.722134428245354, 16.17900581010475, -47.41691515277392, 41.68286874711248, -36.85027454706053, 1.962603407051833] | 97.14627814292908
[24.834862581566984, 18.22976618466907, 15.972547236636577, -49.65542877954663, 17.645385085181893, -36.77400480156818, 1.8185213406595562] | 99.906179189682
[24.721984420440254, 17.661641808312595, 15.861419799414032, -50.1910638153615, 18.474277519398044, -36.837938761956615, 1.7396510528525024] | 100.0761468410492
[25.091598518501186, 17.090026820516286, 16.15327830217698, -46.75218239475528, 40.30664929703671, -36.72661823375791, 1.810715671581603] | 100.20812916755676
[25.527567802605994, 17.15059332428619, 15.943392272434636, -48.07798983913155, 41.45356418155522, -36.76334180269524, 1.8307550273387083] | 10.837748527526855
[25.458730399931138, 17.567465355456832, 16.361039276022918, -47.58903841712651, 33.22951578671896, -37.02387048430161, 1.8283211351148196] | 12.249610185623169
