[24.89238059723875, 17.847391375389815, 16.40633550979287, -53.82118258178426, 40.86433040571034, -36.719112410337615, 1.8559265299199827] | 11.475095987319946
[25.31899744024353, 17.307228043637956, 16.357328029364464, -48.11885744857049, 28.077580227803963, -36.98392515389795, 1.8301171410406392] | 11.564513921737671
[24.91405924101798, 17.22128567149089, 16.470867390944786, -48.700688750359255, 27.603583154316617, -36.76910058308369, 1.7229823992360898] | 11.792841911315918
[25.084070231177115, 17.81158104417355, 16.06914146874029, -49.66040308042965, 35.87180057064326, -36.74729843860932, 1.8296378743003139] | 11.909601926803589
[25.44167207930097, 17.462729552933975, 16.32156745144923, -47.061955238963094, 50.58723313800156, -36.96349641775769, 1.8936342899348448] | 12.018209218978882
[24.537521721139402, 17.37873340391676, 16.063665171447465, -48.71284185835046, 27.5252997812441, -36.78451971672037, 1.6982177056036905] | 12.032570123672485
[25.075704108164263, 17.318886137143306, 16.486272070595177, -48.296749125108725, 35.25016517620828, -36.97738659625038, 1.8488913260222288] | 12.042229652404785
[24.705420935858978, 17.18408841115854, 16.67916204087694, -49.47605887722513, 32.03838602140056, -37.07000331012336, 1.7931516331001307] | 12.10828185081482
[24.794040876257142, 17.679911733986987, 16.22600667445164, -47.63246132123374, 42.772054775005415, -36.6731876143006, 1.938303227982422] | 12.61083436012268
[24.6453465554645, 17.956860476027853, 16.35631839394956, -47.58212192280409, 31.24799067362962, -36.86782704567459, 1.8414850222371866] | 12.655220746994019
[25.31899744024353, 17.307228043637956, 16.357328029364464, -48.11885744857049, 28.077580227803963, -36.98392515389795, 1.8301171410406392] | 80.4474368095398
[25.44167207930097, 17.462729552933975, 16.32156745144923, -47.061955238963094, 50.58723313800156, -36.96349641775769, 1.8936342899348448] | 81.44664883613586
[25.084070231177115, 17.81158104417355, 16.06914146874029, -49.66040308042965, 35.87180057064326, -36.74729843860932, 1.8296378743003139] | 82.35585880279541
[24.91405924101798, 17.22128567149089, 16.470867390944786, -48.700688750359255, 27.603583154316617, -36.76910058308369, 1.7229823992360898] | 82.47757625579834
[25.075704108164263, 17.318886137143306, 16.486272070595177, -48.296749125108725, 35.25016517620828, -36.97738659625038, 1.8488913260222288] | 82.91586184501648
[24.89238059723875, 17.847391375389815, 16.40633550979287, -53.82118258178426, 40.86433040571034, -36.719112410337615, 1.8559265299199827] | 83.91166472434998
[24.705420935858978, 17.18408841115854, 16.67916204087694, -49.47605887722513, 32.03838602140056, -37.07000331012336, 1.7931516331001307] | 83.9684374332428
[24.794040876257142, 17.679911733986987, 16.22600667445164, -47.63246132123374, 42.772054775005415, -36.6731876143006, 1.938303227982422] | 85.32889747619629
[24.537521721139402, 17.37873340391676, 16.063665171447465, -48.71284185835046, 27.5252997812441, -36.78451971672037, 1.6982177056036905] | 88.38997459411621
[25.294786057313463, 17.37605316221281, 16.373527385590226, -48.087012541175945, 30.955222833673435, -36.915031903890004, 1.7810766371332063] | 10.766354084014893
[25.89411723566177, 17.359474546531995, 16.05079785366239, -47.2760959775331, 49.66758456926084, -37.02313772611616, 1.910379457935025] | 9.641078472137451
[24.6453465554645, 17.956860476027853, 16.35631839394956, -47.58212192280409, 31.24799067362962, -36.86782704567459, 1.8414850222371866] | 90.52716159820557
[24.890568774834232, 16.98484078024853, 16.83317868115598, -49.799261448020665, 28.414707842404194, -37.043173279727654, 1.7836617713826828] | 8.973559856414795
[24.98545993327802, 17.31370607598473, 16.336975018973586, -48.18277788538132, 28.45524020083482, -36.90737717667215, 1.7607702141492698] | 11.121757984161377
[24.81236621554959, 17.843252310741164, 16.560885653646835, -54.12105929420491, 38.12620203703201, -36.624768534754004, 1.848775753907882] | 10.060115098953247
[24.76682146310336, 17.848471831482048, 16.14785102137385, -49.29515901039721, 36.87109238173219, -36.717355423732734, 1.7433581775811706] | 11.541062831878662
[24.852927770817463, 17.311519169795808, 16.48137372482881, -49.03497095611613, 27.38868840754492, -36.95536046987983, 1.847928924510937] | 11.257867574691772
[24.88520497166744, 17.593742452684385, 16.059529795257287, -48.703951587885285, 43.7932021640332, -36.65878600399261, 1.9440934360411886] | 12.14484715461731
[24.626719380019384, 17.624122523015, 16.241917446409133, -47.27304658536281, 30.121460150063104, -36.7481664342387, 1.6922896963080898] | 12.400484800338745
[25.338074711318527, 17.30617421367701, 16.346828179393313, -47.54564152939294, 41.21962858735159, -36.93603094656221, 1.8852674550383264] | 11.388187885284424
[25.421029358964034, 17.526695607466035, 16.042152630714693, -49.682761410724, 32.77504100586975, -36.70676238446322, 1.8512867764290113] | 8.867197751998901
